245,tcp,REJ,2923,1922,1,53,4,163,180,1,184,135,89390,45694,43918,67644,21103,365,courier,1,1,786,714,0.64,0.1,0.63,0.88,6466,26751,52,333,24,361,455,0.47,0.02,0.95,78,65,0.6,0,0.64,0.21,0.04,0.47,0.19,0.23,normal,81
210,icmp,RSTOS0,2785,2569,1,214,11,180,246,1,198,135,48968,81396,91498,36454,89376,106,imap4,0,1,168,597,0.69,0.98,0.47,0.04,26624,5675,45,70,282,105,212,0.52,0.96,0.38,247,592,0.72,0.23,0.57,0.6,0.12,0.71,0.78,0.91,normal,20
14,icmp,S3,2664,275,1,118,95,223,221,0,131,155,31702,11700,24765,51652,27124,44,uucp,0,1,434,516,0.81,0.12,0.4,0.84,7736,2234,14,312,379,362,216,0.72,0.87,0.75,118,911,0.1,0.26,0.65,0.58,0.84,0.21,0.89,0.18,denial-of-service,93
187,udp,SF,1353,1279,0,189,5,101,51,1,99,112,7664,76009,72317,54919,42749,542,name,0,1,391,904,1,0.5,0.99,0.19,12994,33068,61,312,211,98,148,0.33,0.42,0.6,42,934,0.42,0.82,0.15,0.93,0.55,0.68,0.65,0.02,malware,96
0,icmp,S0,1380,2541,0,154,71,96,187,1,158,100,68975,66327,25932,11066,88935,344,pop_2,0,0,197,461,0.37,0.48,0.33,0.82,44331,256,72,12,202,277,157,0.69,0.21,0.77,591,566,0.35,0.21,0.72,0.55,0.91,0.83,0.33,0.45,denial-of-service,64
195,icmp,RSTO,2231,2248,1,53,223,162,46,1,81,3,28181,92884,9693,33516,33987,66,supdup,0,1,205,917,0.53,0.88,0.93,0.98,32947,40648,54,74,140,121,133,0.66,0.6,0,775,89,0.08,0.03,0.04,0.2,0.93,0.17,0.38,0.79,normal,66
92,icmp,S2,536,682,1,76,240,227,19,0,148,60,97499,60762,91631,92889,88888,339,daytime,1,0,577,180,0.36,0.5,0.12,0.88,38201,62563,59,106,362,222,180,0.12,0.11,0.15,873,800,0.35,0.16,0.95,0.9,0.78,0.58,0.65,0.86,normal,68
122,tcp,OTH,3150,3157,0,31,93,81,114,1,190,78,10756,39228,48705,31620,29706,148,ecr_i,1,1,255,259,0.54,0.34,0.21,0.97,39299,31810,3,22,306,257,35,0.68,0.98,0.77,697,60,0.08,0.57,0.57,0.95,0.92,0.91,0.39,0.16,misc-attack,79
94,udp,S1,1720,330,1,4,107,83,4,0,226,114,95757,66743,72949,45745,9301,18,klogin,0,1,359,598,0.72,0.05,0.16,0.89,18836,42942,87,140,317,56,453,0.45,0.03,0.61,351,757,0.5,0.85,0.09,0.98,0.26,0.61,0.07,0.75,misc-activity,20
76,tcp,S2,1646,1484,1,177,174,254,246,0,253,64,26602,58607,99233,24042,18196,104,sunrpc,1,0,498,904,0.54,0.26,0.69,0.55,25184,41732,48,412,276,397,389,0.04,0.23,0.45,576,577,0.36,0.74,0.36,0.8,0.04,0.23,0.95,0.74,normal,71
75,tcp,S2,1811,1066,1,65,87,99,57,1,116,100,94280,48748,55073,65941,90808,356,whois,1,1,900,571,0.52,0,0.52,0.05,24135,35651,89,342,18,338,163,0.58,0.98,0.49,220,390,0.87,0.02,0.05,0,0.58,0.01,0.45,0.14,normal,82
177,tcp,S2,756,960,0,88,5,214,188,1,184,111,39558,46280,59403,78865,21722,194,sql_net,0,1,516,309,0.5,0.18,0.76,0.17,17695,126,52,306,166,361,31,0.73,0.39,0.72,698,766,0.4,0.56,0.8,0.11,0.75,0.27,0.94,0.53,suspicious-login,24
16,tcp,RSTOS0,679,131,1,18,24,225,54,1,241,57,41454,51902,64244,45053,85054,222,ssh,0,1,449,170,0.73,0.39,0.93,0.77,5322,60026,98,442,273,272,369,0.81,0.48,0.88,19,569,0.66,0.4,0.39,0.53,0.32,0.27,0.85,0.78,xss_attack,69
186,icmp,RSTO,525,1394,0,9,41,85,191,0,198,120,52569,57084,6077,14618,32398,66,imap4,1,0,679,139,0.33,0.31,0.02,0.54,7806,64393,96,245,389,23,270,0.65,0.04,0.94,247,497,0.29,0.69,0.98,0.86,0.24,0.57,0.38,0.57,xss_attack,36
166,udp,RSTOS0,1662,140,0,155,96,217,73,0,126,43,85833,13051,3768,10041,30049,206,pop_2,1,0,924,434,0.3,0.86,0.61,0.15,44960,28837,51,74,136,72,59,0.59,0.21,0.3,633,152,0.82,0.92,0.7,0.6,0.85,0.09,0.39,0.3,normal,10
154,tcp,RSTOS0,240,824,0,206,78,28,162,1,134,33,62143,72843,49540,65579,62786,409,efs,1,0,698,467,0.06,0.05,0.35,0.09,38996,50360,11,450,331,128,129,0.97,0.94,1,514,975,0.76,0.69,0.61,0.32,0.78,0.22,0.31,0.31,misc-attack,88
208,icmp,RSTO,3070,2204,1,85,63,54,64,1,133,15,48637,85225,19769,49153,21371,569,urh_i,0,0,942,635,0.58,0.61,0.75,0.19,3859,43822,61,195,333,352,381,0.75,0.65,0.05,979,89,0.52,0.33,0.69,0.7,0.64,0.87,0.54,0.16,normal,41
56,icmp,S3,1669,2915,1,239,41,166,251,1,22,16,72772,61488,84040,57650,91761,625,telnet,1,1,750,91,0.52,0.7,0.54,0.79,56726,56507,56,95,107,317,165,0.23,0.76,0.64,210,569,0.08,0.37,0.69,0.6,0.12,0.05,0.19,0.27,normal,48
254,icmp,RSTO,667,3136,0,49,166,41,224,0,205,132,29304,7475,87575,11489,54061,150,auth,0,1,850,327,0.2,0.54,0.41,0.03,34366,32905,66,442,277,99,123,0.85,0.84,0.34,335,537,0.41,0.03,0.37,0.42,0.7,0.14,0.43,0.88,attempted-admin,11
155,icmp,RSTR,2598,2411,1,43,9,114,212,1,160,133,37587,74849,20936,12648,80006,305,discard,1,1,897,706,0.22,0.31,0.62,0.71,7306,45839,79,312,363,86,41,0.8,0.11,0.12,67,638,0.34,0.19,0.71,0.77,0.74,0.73,0.34,0.34,malware,96
3,udp,RSTR,1273,672,0,0,24,89,5,0,254,130,37632,30415,33246,67978,75659,253,other,0,1,845,227,0.78,0.44,0.14,0.63,46801,28102,6,192,219,381,453,0.93,0.16,0.34,259,842,0.23,0.02,0.35,0.32,0.85,0.59,0.78,0.81,misc-attack,55
3,icmp,S1,2959,580,0,68,47,83,51,1,212,105,20162,6420,14874,75625,60880,643,urh_i,0,0,977,869,0.17,0.72,0.16,0.23,49189,57978,97,135,370,55,373,0.5,0.13,0.32,880,54,0.74,0.84,0.66,0.45,0.19,0.89,0.64,0.66,xss_attack,45
87,udp,OTH,2506,3010,0,139,251,67,136,0,1,103,59594,5279,95685,46817,52693,459,ftp_data,1,0,269,279,0.79,0.05,0.92,0.16,26211,5497,79,354,138,148,430,0.98,0.54,0.03,452,253,0.99,0.81,0.42,0.01,0.21,0.09,0.21,0.16,misc-activity,68
88,icmp,OTH,2589,2405,0,32,127,183,171,0,194,143,50195,65998,43216,87979,61474,381,domain,1,0,739,529,0.18,0.11,0.99,0.42,52904,33726,36,325,162,66,229,0.87,0.13,0.73,516,318,0.15,0.47,0.83,0.86,0.94,0.36,0.06,0.01,normal,10
22,icmp,S2,1417,2544,1,213,68,14,145,1,48,76,27159,86150,81569,20298,13061,478,ecr_i,1,1,846,434,0.41,0.68,0.91,0.45,43277,43017,99,119,29,119,164,0.03,0.35,0.01,270,326,0.02,0.13,0.81,0.79,0.91,0.95,0.67,0.67,xss_attack,60
79,icmp,OTH,2597,453,1,248,71,173,113,0,5,11,44264,21982,29353,40910,35159,386,domain_u,1,1,383,814,0.19,0.52,0.38,0.92,15210,60812,64,113,32,263,500,0.57,0.33,0.76,990,578,0.48,0.51,0.64,0.43,0.85,0.76,0.14,0.56,web-application-attack,60
139,tcp,SF,738,607,0,252,14,209,66,1,185,100,65969,59618,15354,91351,50426,446,ftp,1,1,493,470,0.71,0.82,0.92,0.3,34354,21583,29,265,239,269,473,0.33,0.51,0.01,313,863,0.16,0.33,0.11,0.5,0.47,0.55,0.65,0.24,normal,81
113,udp,REJ,283,2962,0,92,251,170,215,1,229,22,84297,13875,44785,49592,42844,594,ntp_u,1,1,468,287,0.95,0.65,0.43,0.26,27454,55605,15,386,349,26,198,0.55,0.43,0.43,774,512,0.8,0.56,0.31,0.95,0.55,0.88,0.96,0.29,normal,67
109,icmp,OTH,1903,1194,0,78,150,130,56,0,144,146,43789,80065,46055,52981,29214,634,ctf,0,0,174,62,0.28,0.9,0.95,0.65,50778,21385,42,475,130,22,317,0.3,0.61,0.57,989,627,0.17,0.5,0.47,0.95,0.46,0.3,0.04,0.85,normal,56
34,icmp,S0,3236,685,0,110,86,72,71,0,95,1,31247,13223,6217,84747,30819,496,kshell,0,1,411,151,0.97,0.56,0.83,0.72,65176,46191,99,21,67,193,409,0.03,0.26,0.42,686,676,0.19,0.81,0.39,0.11,0.67,1,0.47,0.9,xss_attack,72
199,udp,S3,1054,1777,0,186,59,154,185,0,0,39,94850,98371,16139,86350,73560,668,nnsp,0,1,461,902,0.13,0.5,0.41,0.19,5673,4200,36,194,193,277,33,0.06,0.94,0.76,967,151,0.49,0.7,0.87,0.34,0.53,0.53,0.55,0.86,normal,21
214,udp,S2,122,1454,0,62,209,159,59,0,160,150,41391,78704,93806,28820,14898,585,rje,0,1,886,761,0.97,0.9,0.52,0.78,40236,55960,42,32,179,269,415,0.28,0.02,0.13,795,223,0.73,0.25,0.53,0.16,0.91,0.68,0.05,0.94,normal,70
225,icmp,SH,47,467,1,149,57,212,212,1,164,54,22703,41814,46080,85808,98509,435,eco_i,0,1,678,295,0.44,0.93,0.13,0.29,56566,43418,98,26,395,365,220,0.11,0.9,0.27,42,29,0.06,0.64,0.56,0.9,0.83,0.38,0.26,0.7,xss_attack,37
38,icmp,S0,952,811,1,58,228,128,220,0,78,39,34074,76807,73325,18539,27013,96,gopher,1,0,776,503,0.52,0.87,0.68,0.21,20992,48979,90,253,172,61,39,0.04,0.28,0.46,691,512,0.44,0.91,0.59,0.42,0.25,0.74,0.44,0.7,misc-activity,25
51,udp,SF,2055,2364,0,240,21,102,182,0,226,131,66914,58208,41075,30898,96338,676,tftp_u,1,1,718,234,0.95,0.87,0.3,0.16,57266,19599,44,378,35,399,373,0.54,0.13,0.94,651,52,0.33,0.7,0.92,0.43,0.88,0.66,0.66,1,normal,26
11,icmp,RSTOS0,2400,420,0,57,152,1,207,0,119,130,66619,60317,59196,78736,36843,528,csnet_ns,1,1,331,106,0.39,0.46,0.96,0.83,22714,22609,20,21,364,202,12,0.91,0.74,0.67,230,521,0.19,0.15,0.7,0.24,0.71,0.72,0.42,0.13,normal,59
252,icmp,OTH,2638,2887,0,24,45,134,232,1,44,82,30783,64157,77002,80688,95157,52,supdup,0,0,451,995,0.04,0.37,0.5,0.78,11089,3685,24,195,326,11,318,0.94,0.88,0.08,133,861,0.63,0.8,0.23,0.58,0.37,0.63,0.28,0.9,successful-dos,27
154,tcp,OTH,985,2231,0,187,146,225,226,1,50,121,96534,8410,13086,97238,40306,44,domain_u,0,0,59,773,0.42,0.01,0.29,0.94,25248,6431,27,49,307,365,288,0.83,0.61,0.81,969,399,0.16,0.1,0.51,0.61,1,0.82,0.68,0.78,normal,19
179,udp,S2,1104,2402,0,48,35,148,20,1,107,143,89916,57416,34278,43278,31476,590,sunrpc,0,0,788,316,0.04,0.68,0.96,0.84,21835,52901,71,465,221,137,459,0.34,0.6,0.26,261,523,0.96,0.2,0.78,0.11,0.63,0.55,0.58,0.76,attempted-admin,58
202,tcp,SH,1614,1203,1,255,28,221,253,0,38,83,39820,73375,70693,53765,14901,184,ldap,1,0,333,147,0.75,0.08,0.23,0.04,15862,8206,55,281,114,359,458,0.13,0.95,0.69,905,248,0.81,0.76,0.98,0.88,0.82,0.18,0.02,0.87,normal,24
66,tcp,S3,1742,1016,0,177,183,78,251,0,178,59,9755,82569,46522,64296,35914,265,gopher,1,0,296,481,0.07,0.47,0.49,0.77,34476,44525,69,374,238,106,441,0.77,0.19,0.92,908,600,0.25,0.9,0.48,0.56,0.42,0.96,0.24,0.78,not-suspicious,49
38,icmp,RSTR,1900,992,0,81,87,44,123,0,78,63,37317,91377,90238,98335,8300,367,http_8001,0,1,923,636,0.5,0.31,0.23,0.49,55108,59914,37,435,41,143,311,0.28,0.63,0.69,58,786,0.13,0.21,0.28,0.3,0.98,0.86,0.35,0.76,successful-dos,4
24,tcp,OTH,1197,13,1,240,220,245,205,1,54,0,98466,39576,40152,95467,45288,488,vmnet,1,0,590,375,0.24,0.19,0.76,0.77,21289,46663,15,199,359,222,11,0.71,0.91,0.16,808,401,0.04,0.8,0.03,0.25,0.17,0.43,0.94,0.71,icmp-event,52
200,udp,S2,1621,2185,0,114,48,58,38,1,45,66,14573,78222,42071,95437,34473,285,hostnames,1,0,531,446,0.07,0.45,0.21,0.46,50507,61429,96,69,313,250,380,0.43,0.77,0.35,974,416,0.16,0.02,0.44,0.47,0.59,0.99,0.55,0.9,xss_attack,0
39,udp,SF,1179,2059,1,200,191,43,49,0,24,104,94493,57813,58664,62539,82665,528,discard,1,0,257,664,0.54,0.37,0.2,0.07,52052,5757,45,376,105,261,286,0.82,0.08,0.64,838,390,0.03,0.49,0.97,0.7,0.81,0.17,0.76,0.17,successful-recon-limited,61
36,udp,S1,3170,339,1,172,120,89,250,1,47,127,33881,19893,53968,54250,21095,116,smtp,0,0,71,107,0.14,0.54,0.1,0.63,62541,3150,99,35,210,213,108,0.5,0.45,0.55,487,991,0.18,0.38,0.29,0.18,0.09,0.06,0.87,0.5,xss_attack,61
241,tcp,REJ,1133,1713,0,246,74,211,135,1,11,97,4915,34636,94835,46031,45052,544,link,1,1,42,970,0.75,0.79,0.36,0.48,26018,35354,93,9,181,57,277,0.58,0.1,0.82,548,60,0.69,0.56,0.55,0.02,0.74,0.16,0.26,0.08,normal,51
199,icmp,RSTO,2028,3139,0,169,78,219,35,1,55,46,45841,37061,69504,23155,88597,153,domain_u,0,1,306,374,0.12,0.64,0.28,0.7,63569,46792,22,218,199,246,309,0.85,0.48,0.95,310,769,0.21,0.07,0.02,0.24,0.21,0.94,0.37,0.61,web-application-activity,56
246,udp,RSTR,718,3245,1,235,249,86,211,0,20,142,65708,33374,33538,7173,71063,67,exec,1,1,390,821,0.83,0.62,0.24,0,31311,55933,35,415,69,114,208,0.91,0.35,0.15,795,625,0.81,0.03,0.28,0.09,0.61,0.27,0.69,0.81,misc-activity,87
82,tcp,SF,1748,2082,1,127,202,244,206,0,169,46,90519,67056,69628,14324,49583,631,urp_i,1,0,349,378,0.04,0.98,0.32,0.63,62468,28271,33,435,197,71,77,0.86,0.11,0.36,344,613,0.71,0.31,0.16,0.29,0.36,0.3,0.08,0.71,web-application-attack,11
224,tcp,REJ,628,240,0,54,164,137,44,1,42,78,32577,36697,743,93444,92452,699,rje,0,0,651,47,0.94,0.65,0.13,0.66,3637,54381,26,158,268,111,368,0.88,0.14,0.42,908,620,0.38,0.14,0.22,0.32,0.4,0.86,0.57,0.36,normal,60
3,tcp,S1,2091,532,0,110,73,93,99,1,184,112,25925,87062,28013,43961,93606,311,systat,1,1,546,563,0.31,0.4,0.4,0.47,9293,17618,31,348,75,364,59,0.55,0.55,0.53,629,151,0.62,0.21,0.42,0.07,0.36,0.29,0.82,0.67,normal,86
5,tcp,RSTO,2941,723,1,134,233,155,151,0,208,32,3613,84098,39640,26004,28091,473,pop_3,0,0,774,210,0.97,0.71,0.17,0.11,61885,59099,32,27,95,26,93,0.49,0.41,0.86,449,392,0.51,0.61,0.88,0.19,0.8,0.75,0.53,0.74,malware,95
117,tcp,OTH,2314,3067,1,22,42,153,46,1,168,45,96206,54193,49830,83360,49355,292,hostnames,1,0,959,250,0.2,0.83,0.2,0.86,13659,2372,48,392,264,16,464,0.64,0.52,0.93,715,678,0.34,0.04,0.48,0,0.4,0.58,0.23,0.59,normal,87
35,icmp,S2,795,2033,1,27,44,146,208,1,65,85,2668,92312,27763,21644,13593,599,uucp,0,0,725,403,0.71,0.76,0.36,0.68,26988,13272,83,214,70,32,429,0.04,0.24,0.78,805,779,0.72,0.76,0.75,0,0.12,0.14,0.62,0.82,normal,22
110,tcp,OTH,954,1070,0,21,160,125,112,0,221,147,24973,75622,14609,86342,38385,569,auth,1,1,960,138,0.87,0.25,0.45,0.85,33951,64438,48,273,294,383,491,0.86,0.33,0.44,348,386,0.73,0.94,0.3,0.2,0.64,0.24,0.19,0.01,normal,55
76,udp,S0,1311,1909,0,236,192,93,246,0,187,59,49877,68041,39157,54687,16160,310,supdup,1,1,644,23,0.18,0.89,0.42,0.88,50968,9756,3,69,33,12,229,0.59,0.64,0.56,429,889,0.62,0.49,0.62,0.96,0.56,0.45,0.97,0.96,normal,61
233,tcp,SH,1359,2265,0,156,234,156,60,1,18,133,304,63432,3278,16349,38738,454,netbios_ns,0,1,821,143,0.92,0.84,0.45,0.31,56503,41032,1,184,127,235,16,0.62,0.48,0.31,801,452,0.98,0.53,0.51,0.78,0.95,0.86,0.5,0.21,successful-recon-largescale,8
163,udp,SF,210,1802,0,164,217,138,236,0,95,98,29290,75678,69839,86882,79308,215,remote_job,0,1,70,975,0.83,0.62,0.97,0.32,48478,30555,13,72,286,349,481,0.98,0.08,0.38,812,451,0.89,0.48,0.58,0.88,0.14,0.22,0.91,0.51,system-call-detect,35
128,icmp,OTH,1786,1830,1,216,145,6,160,1,23,51,63889,44749,43871,78314,6124,62,uucp,0,0,613,618,0.19,0.32,0.51,0.59,11644,15458,30,166,172,391,341,0.34,0.03,0.64,824,158,0.85,0.86,0.85,0.3,0.12,0.33,0.24,0.1,malware,96
192,tcp,SF,1951,1489,0,119,184,49,139,0,121,120,46604,47072,72138,27416,47149,546,supdup,1,1,101,148,0.63,0.1,0.98,0.44,35436,52270,98,498,356,164,50,0.93,0.61,0.78,814,482,0.73,0.43,0,0.64,0.31,0.99,0.41,0.77,xss_attack,38
156,icmp,SH,1605,3031,1,201,228,82,109,1,131,17,25421,55121,75092,38114,95764,605,Z39_50,0,0,57,873,0.71,0.26,0.78,0.72,41162,15586,14,253,327,393,471,0.51,0.38,0.16,625,636,0.98,0.97,0.48,0.9,0.8,0.99,0.02,0.92,normal,46
253,udp,RSTO,864,1819,1,161,101,77,242,0,231,94,2685,71219,56334,14219,71448,301,systat,1,0,255,687,0.54,0.15,0.81,0.28,53878,27474,2,9,3,280,395,0.35,0.33,0.23,649,656,0.83,0.53,0.45,0.84,0.37,0.48,0.65,0.65,rpc-portmap-decode,47
77,udp,SF,1648,588,0,37,92,65,173,0,119,150,15514,13990,95187,3855,85004,549,rje,1,1,608,151,0.83,0.93,0.35,0.49,13407,23443,18,85,282,143,447,0.7,0.7,0.55,51,397,0.54,0,0.51,0.69,0.31,0.62,0.07,0.55,normal,92
66,udp,RSTR,1998,2192,1,159,100,236,212,0,53,6,93415,9257,64712,82628,42463,190,urh_i,1,0,267,886,0.86,0.91,0.83,0.79,12026,14520,92,449,376,168,107,0.25,0.6,0.92,603,309,0.22,0.62,0.7,0.93,0.35,0.36,0.09,0.19,malware,97
91,udp,S3,2725,2337,0,154,244,119,116,0,254,121,70260,27399,53236,44162,5238,79,supdup,1,0,127,261,0.04,0.21,0.65,0.26,51126,47243,90,231,98,152,82,0.59,0.51,0.31,421,410,0.88,0.31,0.97,0.88,0.31,0.93,0.47,0.44,suspicious-login,77
244,icmp,S3,340,224,0,132,122,115,79,1,211,60,15369,46113,33584,83065,53540,657,gopher,1,1,770,207,0.62,0.69,0.48,0.87,8863,3410,66,300,201,252,429,0.02,0.13,0.75,183,653,0.22,0.82,0.06,0.29,0.49,0.98,0.19,0.3,web-application-activity,40
75,icmp,RSTOS0,611,2438,0,255,197,215,233,0,251,122,81052,68289,38188,50809,47959,39,bgp,0,0,642,653,0.92,0.51,0.74,0.1,43108,21964,79,194,83,216,38,0.3,0.24,0.37,226,962,0.21,0.47,0.04,0.98,0.13,0.46,0.95,0.7,normal,23
147,icmp,REJ,3143,751,1,243,74,236,162,1,21,84,60269,45595,73862,5096,95682,684,kshell,0,0,534,991,0.87,0.14,0.75,0.66,60889,29942,94,461,299,29,214,0.07,0.2,0.75,280,551,0.46,0.35,0.63,0.67,0.06,0.32,0.4,0.79,normal,89
184,tcp,RSTO,1507,967,0,126,251,244,226,0,214,61,32396,74859,95608,30438,8148,519,other,1,0,139,837,0,0.11,0.35,0.51,27624,23621,80,484,233,333,232,0.71,0.8,0.85,349,439,0.26,0.01,0.56,0.56,0.58,0.6,0.27,0.72,normal,92
148,icmp,SH,1582,245,1,31,74,163,178,0,55,65,78937,40920,9841,42354,81300,427,netbios_dgm,1,1,983,124,0.23,0.44,0.55,0.89,44772,14160,57,217,176,364,194,0.51,0.15,0.3,179,47,0.94,0.31,0.79,0.6,0.87,0.81,0.27,0.73,normal,49
163,tcp,SH,2598,2288,0,85,73,171,101,0,38,92,92568,58451,58039,83797,47743,289,netbios_ns,0,1,709,875,0.5,0.36,0.55,0.73,42842,13122,40,376,371,239,173,0.67,0.97,0.89,662,590,0.41,0.56,0.72,0.98,0.3,0.42,0.99,0.74,normal,21
197,tcp,RSTR,1834,290,1,87,24,0,8,0,231,47,80826,38785,49848,89020,80893,444,hostnames,1,0,512,113,0.15,0.4,0.93,0.69,55078,16726,52,83,81,139,439,0.72,0.43,0.03,570,900,0.49,0.06,0.5,0.95,0.42,0,0.79,0.45,non-standard-protocol,23
4,icmp,RSTR,3132,2547,1,186,58,86,94,0,185,35,5443,80061,75119,90400,54891,516,tftp_u,0,0,269,525,0.75,0.99,0.08,0.7,37821,27851,69,385,376,183,290,0.5,1,0.47,649,315,0.37,0.74,0.61,0.48,0.17,0.42,0.36,0.39,normal,57
131,icmp,SH,2757,1867,0,43,119,205,182,0,126,118,51109,43178,35832,48563,24859,281,telnet,0,0,186,828,0.84,0.02,0.27,0.54,24180,13585,100,402,247,380,394,0.14,0.87,0.72,852,45,0.75,0.96,0.38,0.58,1,0.08,0.73,0,xss_attack,93
165,udp,RSTO,2673,1730,1,120,76,55,211,1,244,7,88907,74608,51666,61543,19416,511,pop_3,1,1,303,322,0.43,0.15,0.24,0.75,7269,27666,21,316,250,104,26,0.58,0.66,0.96,456,110,0.37,0.18,0.27,0.88,0.43,0.96,1,0.26,normal,84
19,udp,S1,334,2769,0,158,8,207,104,1,224,42,73164,89625,25701,94871,55015,573,ftp_data,1,0,754,176,0.32,0.67,0.65,0.04,46705,53401,93,55,52,317,476,0.32,0.55,0.06,493,507,0.63,0.02,0.86,0.15,0.56,0.75,0.94,0.28,suspicious-login,31
182,icmp,S2,2415,147,0,202,142,217,202,0,166,114,58814,96560,62837,23642,29966,98,netbios_ssn,0,0,355,42,0.64,0.74,0.94,0.75,17126,13716,70,125,104,249,301,0.41,0.73,0.38,706,651,0.21,0.51,0.14,0.08,0.55,0.82,0.14,0.4,inappropriate-content,17
51,tcp,OTH,59,1513,0,15,87,39,40,1,156,25,22497,44583,38123,50095,70727,246,private,0,0,406,22,0.97,0.42,0.15,0.97,34441,36711,78,357,269,244,85,0.71,0.78,0.5,288,664,0.93,0.9,0.29,0.44,0.46,0.39,0.37,0.55,normal,38
100,udp,S2,2801,1490,0,199,247,183,169,0,253,147,15218,88317,70053,16512,2170,381,ftp_data,1,1,978,754,0.41,0.96,0.68,0.75,21358,36995,67,382,231,127,299,0.63,0.81,0.78,928,334,0.59,0.43,0.33,0.83,0.8,0.14,0.01,0.49,normal,14
90,udp,REJ,1119,2437,0,218,234,9,242,1,233,81,40528,74265,41868,63269,33045,460,gopher,1,1,665,967,0.45,0.56,0.45,0.16,27953,57726,11,276,282,45,420,0.17,0.9,0.95,262,731,0.69,0.58,0.96,0.23,0.51,0.43,0.36,0.65,successful-user,59
152,tcp,S2,2204,987,1,205,87,235,239,0,86,129,29587,3496,113,21688,50416,690,private,1,1,367,230,0.99,0.04,0.22,0.54,2451,53317,62,463,36,55,372,0.3,0.47,0.74,941,934,0.16,0.88,0.58,0.91,0.95,0.18,0.64,0.94,normal,12
85,tcp,S1,499,1023,0,40,78,27,31,1,46,82,66700,31909,21025,23970,89277,194,ftp_data,1,1,747,951,0.76,0.51,0.37,0.18,30511,46454,48,118,35,45,302,0.37,0.97,0.35,300,840,0.25,1,0.82,0.79,0.73,0.03,0.99,0.44,icmp-event,47
