40,udp,http_443,S3,2473,705,0,84,41,29,118,1,171,40,87306,31848,20477,3074,28531,214,0,0,126,937,0.72,0.13,0.87,0.36,24830,46751,43,449,294,304,480,0.35,0.25,0.76,837,502,0.16,0.73,0.43,0.62,0.13,0.79,0.36,0.17,normal,17
208,udp,IRC,S0,2162,2013,1,3,254,254,168,1,189,92,25605,97265,98841,90750,22497,481,1,0,326,320,0.92,0.58,0.19,0.17,19454,39755,64,60,389,366,18,0.01,0.95,0.31,20,243,0.68,0.08,0.13,0.43,0.05,0.83,0.53,0.89,misc_attack,14
126,icmp,telnet,SF,2554,2597,1,252,156,107,236,0,78,8,47905,20895,36961,23100,95957,182,0,1,22,598,0.18,0.94,0.37,0.82,9072,65175,14,223,56,78,88,0.59,0.43,0.7,825,248,0.4,0.69,0.01,0.68,0.63,0.81,0.09,0.54,successful_recon_limited,61
67,tcp,ecr_i,RSTOS0,508,1239,0,122,64,48,112,0,190,66,52688,91737,62912,30564,95348,159,1,1,887,290,0.89,0.58,0.88,0.88,37693,54165,25,101,361,380,212,0.5,0.24,0.2,984,443,0.76,0.99,0.58,0.09,0.75,0.4,0.31,0.32,shellcode_detect,54
211,tcp,ftp,S0,2130,2267,0,146,19,100,190,1,22,89,47060,20952,65350,86621,46567,517,1,0,487,648,0.48,0.39,0.99,0.15,26966,56401,75,119,110,99,353,0.84,0.58,0.54,819,801,0.04,0.17,0.44,0.43,0.19,0.87,0.1,0.78,suspicious_filename_detect,52
16,udp,supdup,OTH,1892,65,1,117,77,91,10,0,167,30,33469,42026,66771,70394,81608,412,0,1,374,674,0.54,0.12,0.91,0.28,29884,60879,42,59,113,65,226,0.16,0.71,0.36,170,102,0.59,0.6,0.7,0.98,0.18,0.65,0.82,0.59,normal,91
208,icmp,sunrpc,S1,1462,27,1,121,224,46,182,0,144,100,40711,92313,90777,87636,4913,226,1,1,774,366,0.14,0.26,0.79,0.49,20118,15808,19,377,110,103,359,0.45,0.43,0.95,581,946,0,0.06,0.6,0.12,0.93,0.64,0.77,0.16,shellcode_detect,56
89,icmp,netstat,S0,2596,211,0,23,114,1,44,1,98,80,20286,22034,39566,19801,24563,647,0,1,487,600,0.35,0.75,0.27,0.05,45415,3550,3,425,343,321,241,0.16,0.65,1,915,723,0.69,0.91,0.57,0.17,0.33,0,0.89,0.09,normal,87
162,tcp,login,S1,2612,1991,1,32,37,136,147,1,62,142,36534,66414,13337,8548,32766,262,0,1,555,285,0.43,0.72,0.95,0.8,57081,29484,69,221,35,388,371,0.1,0.71,0.07,172,575,0.87,0.34,0.83,0.19,0.41,0.17,0.2,0.87,successful_admin,90
229,tcp,eco_i,REJ,2040,2159,0,56,34,90,3,1,240,79,88965,17408,30233,61797,23503,94,0,1,535,425,0.89,0.36,1,0.42,13836,5614,96,351,167,336,10,0.17,0.01,0.96,184,460,0.88,0.04,0.43,0.63,0.24,0.59,0.12,0.69,normal,25
182,tcp,sunrpc,SH,143,1195,0,21,200,157,199,0,64,78,251,87418,20958,54709,35625,341,1,1,139,161,0.54,0.36,0.75,0.5,40275,14774,70,176,296,135,153,0.48,0.05,0.42,368,80,0.82,0.88,0.83,0.39,0.53,0.8,0.79,0.27,shellcode_detect,48
213,icmp,netbios_dgm,S0,3123,2884,0,99,32,111,0,0,204,37,19177,53100,35689,39924,2701,341,1,1,411,452,0.79,0.89,0.31,0.28,61903,49977,85,287,58,238,13,0.06,0.38,0.31,822,61,0.61,0.01,0.69,0.46,0.75,0.43,0.24,0.42,normal,93
46,tcp,ecr_i,RSTR,607,2548,1,59,229,76,171,1,159,115,52186,84628,863,511,49417,311,0,1,923,247,0.88,0.87,0.75,0.53,21292,60513,50,45,211,226,9,0.67,0.02,0.44,928,154,0.36,0.87,0.2,0.52,0.38,0.27,0.75,0.71,shellcode_detect,86
105,tcp,shell,S0,1140,1866,1,177,14,10,44,0,31,118,85485,66017,97535,24254,11001,121,1,1,567,631,0.8,0.82,0,0.84,6410,34125,76,389,111,139,92,0.75,0.7,0.82,387,924,0.95,0.38,0.79,0.19,0.35,0.59,0.76,0.97,successful_admin,73
226,icmp,iso_tsap,S2,533,3004,1,58,161,61,106,0,172,104,26565,64738,64838,57947,29522,155,0,0,734,878,0.47,0.58,0.29,0.55,37099,41883,96,98,32,224,128,0.69,0.58,0.72,387,45,0.69,0.43,0.06,0.46,0.35,0.03,0.59,0.73,normal,52
5,udp,red_i,SF,2450,2439,1,203,141,0,109,1,95,128,71193,46942,87227,25347,466,444,0,0,893,540,0.93,0.33,0.31,0.53,31928,6102,44,344,108,196,276,0.81,0.38,0.13,557,549,0.3,0.73,0.25,0.16,0.75,0.23,0.09,0.97,normal,42
113,icmp,ecr_i,S0,745,2733,0,166,223,128,58,0,88,105,96502,85594,44840,69530,1393,43,1,1,230,913,0.76,0.66,0.87,0.31,50811,35653,59,202,263,269,67,0.22,0.98,0.76,519,791,0.11,0.92,0.11,0.38,0.46,0.71,0.59,0.41,unusual_client_port_connection,5
24,udp,IRC,RSTO,1804,472,0,216,138,218,161,1,152,110,19465,32978,38891,50404,67440,626,1,1,911,426,0.48,0.9,0.28,0.53,7772,26350,81,11,34,104,255,0.33,0.02,0.42,448,185,0.63,0.57,0.8,0.85,0.21,1,0.39,0.21,normal,43
46,icmp,whois,REJ,2976,1028,1,231,151,10,20,1,234,150,48326,13758,34138,31372,91898,102,1,1,997,62,0.71,0.38,0.72,0.64,23666,14138,76,434,240,371,444,0.14,0.56,0.54,135,455,0.45,0.31,0.53,0.83,0.4,0.87,0.83,0.79,successful_recon_largescale,13
17,tcp,rje,S0,1842,2775,0,163,243,111,254,1,238,42,32324,77712,52752,57989,5149,496,0,1,199,574,0.06,0.84,0.03,0.62,43119,50649,40,10,321,231,188,0.64,0.28,0.36,796,926,0.25,0.57,0.97,0.55,0.52,0.9,0.04,0.77,icmp_event,51
101,tcp,name,SH,1515,626,1,110,99,198,148,1,253,25,12,12007,29113,38712,10326,640,0,1,502,638,0.73,0.98,0.11,0.16,46525,15962,97,433,146,233,171,0.63,0.15,0.71,361,915,0.82,0.55,0.21,0.58,0.99,0.04,0.07,0.79,bad_unknown,64
13,icmp,urp_i,S1,404,2104,1,192,97,106,145,1,146,118,51271,78109,32802,13016,44516,560,1,1,429,807,0.2,0.07,0.78,0.77,62263,76,37,146,62,1,316,0.28,0.06,0,376,57,0.97,0.89,0.14,0.95,0.53,0.19,0.19,0.93,normal,0
210,tcp,hostnames,S3,486,211,0,63,5,152,28,1,52,142,48114,72417,52028,78878,78936,373,0,1,584,731,0.23,0.69,0.58,0.22,33219,58379,96,3,7,111,307,0.79,0.67,0.5,59,212,0.67,0.95,0.56,0.87,0.67,0.04,0.13,0.88,normal,98
84,udp,exec,RSTOS0,3124,8,1,246,253,76,94,0,199,44,7200,81596,68279,94678,44277,671,0,1,942,377,0.82,0.41,0.03,0.06,15938,20034,65,325,83,154,70,0.97,0.86,0.66,593,929,0.55,0.26,0.45,0.13,0.14,0.24,0.29,0.27,non_standard_protocol,83
191,icmp,Z39_50,RSTR,1131,2060,1,77,100,2,246,1,128,97,49823,37416,1054,47021,7097,405,1,1,597,393,0.23,0.46,0.71,0.09,18190,6216,87,242,241,211,351,0.43,0.68,0.59,558,13,0.59,0.55,0.49,0.98,0.77,0.64,0.82,0.87,shellcode_detect,75
109,udp,remote_job,RSTOS0,3217,1127,1,189,48,247,229,1,42,114,82177,59065,35238,67852,98780,210,1,0,267,42,0.05,0.47,0.97,0.41,17994,45629,4,330,313,71,145,0.79,0.11,0.2,625,131,0.33,0.9,0.3,0.53,0.64,0.9,0.02,0.58,web_application_activity,82
168,icmp,ftp,S3,2723,1552,1,192,226,202,141,0,104,39,2323,12610,12255,12470,89750,305,0,0,894,809,0.95,0.88,0.71,0.95,36477,38441,0,197,117,360,71,0.8,0.5,0.51,319,201,0.61,0.8,0.85,0.82,0.09,0.56,0.07,0.87,inappropriate_content,98
206,icmp,time,RSTO,2233,1813,1,7,88,59,152,0,215,130,81184,65014,21867,54403,23163,316,1,0,486,609,0.88,0.83,0.16,0.68,57235,51717,91,120,324,2,211,0.53,0.54,0.89,50,264,0.03,0.53,0.08,0.44,0.29,0.51,0.42,0.89,denial_of_service,72
205,tcp,ecr_i,S2,543,1801,1,164,112,90,106,0,63,54,42371,33093,83568,19274,31551,324,1,1,796,14,0.74,0.8,0.36,0.66,38615,26848,41,334,298,236,174,0.09,0.57,0.11,736,133,0.53,0,0.71,0.32,0.62,0.98,0.71,0.02,successful_recon_largescale,7
235,icmp,http_443,S3,638,875,0,52,19,117,17,0,156,37,38582,68322,54506,27501,88732,662,1,1,844,709,0.8,0.26,0.91,0.67,15578,39425,85,31,106,196,256,0.27,0.32,0.28,337,66,0.49,0.99,0.91,0.42,0.17,0.99,0.84,0.5,malware,22
160,icmp,nntp,S2,1766,585,1,11,76,39,30,1,161,20,31975,78058,43250,44340,77485,313,1,0,704,195,0.41,0.33,0.48,0,63751,40789,85,314,212,297,411,0.56,0.59,0.81,684,602,0.25,0.29,1,0.46,0.72,0.3,0.07,0.01,shellcode_detect,52
187,udp,sunrpc,OTH,2710,3222,0,100,106,214,119,0,235,56,64838,77100,33263,66856,71145,430,1,1,518,114,0.04,0.81,0.17,0.65,35521,23284,45,10,343,339,230,0.16,0.03,0.15,127,205,0.43,0.41,0.77,0.43,0.99,0.02,0.32,0.21,protocol_command_decode,56
114,tcp,csnet_ns,RSTOS0,351,2595,1,36,208,231,199,1,50,149,36025,89544,2432,91462,48323,264,0,1,506,78,0.1,0.59,0.6,0.16,9406,30232,47,363,32,94,443,0.81,0.33,0.68,1,11,0.28,0.45,0.87,0.68,0,0.61,1,0.75,protocol_command_decode,69
105,tcp,klogin,RSTOS0,418,1868,0,252,96,56,2,0,148,109,69349,39645,41559,87602,76149,182,1,0,964,349,0.93,0.56,0.41,0.64,1964,53831,41,302,23,132,457,0.54,0.33,0.05,704,493,0.94,0.57,0.09,0.91,0.93,0.01,0.16,0.46,protocol_command_decode,94
73,tcp,Z39_50,S1,162,933,0,94,55,218,69,1,245,133,69670,97574,91319,52140,68382,52,0,1,946,462,0.84,0.73,0.08,0.19,7574,49151,72,227,16,106,39,0.33,0.5,0.63,551,831,0.53,0.23,0.05,0.36,0.87,0.35,0.65,0.54,rpc_portmap_decode,71
73,udp,shell,S1,303,269,1,160,39,47,251,0,27,91,44904,45685,52598,88175,6897,267,1,1,710,894,0.25,0.71,0.44,0.41,16438,15568,86,191,301,6,18,0.25,0.1,0.51,557,815,0.77,0.34,0.98,0.53,0.45,0.56,0.23,0.89,system_call_detect,23
70,tcp,efs,REJ,1373,419,0,11,198,249,222,0,54,76,24214,8184,15697,6282,72856,501,1,1,94,413,0.07,0.96,0.13,0.46,24766,54549,63,2,170,190,451,0.9,0.6,0.37,18,825,0.77,0.67,0.92,0.47,0.91,0.81,0.45,0.99,malware,80
196,udp,klogin,S2,2697,1816,0,108,148,71,39,1,165,145,60764,12131,90423,26932,45761,159,1,1,55,759,0.82,1,0.34,0.35,38929,21534,44,228,10,386,60,0.48,0.19,0.34,454,554,0.24,0.91,0.12,0.13,0.79,0.37,0.71,0.81,bad_unknown,57
129,udp,domain_u,S1,300,577,0,159,58,68,108,0,85,49,35228,49993,12540,97359,95487,523,1,1,598,160,0.11,0.83,0.06,0.51,23330,53305,22,346,206,368,7,0.5,0.09,0.51,94,111,0.54,0.9,0.22,0.69,0.53,0.9,0.64,0.83,normal,84
105,tcp,pop_3,S0,527,2420,0,177,5,243,255,0,74,148,54330,72372,67038,75050,7272,694,0,0,525,704,0.8,0.93,0.86,0.99,51051,30270,97,47,147,127,226,0.72,0.48,0.27,907,793,0.75,0.72,0.85,0.28,0.18,0.24,0.95,0.09,icmp_event,70
205,udp,supdup,RSTO,2372,1089,1,3,233,2,186,1,124,23,18023,46161,68813,59589,12037,196,1,0,844,219,0.89,0.61,0.37,0.44,22546,25370,21,318,343,262,311,0.94,0.97,0.58,220,576,0.08,0.06,0.46,0.23,0.67,0.76,0.74,0.18,protocol_command_decode,83
178,tcp,tftp_u,S2,1490,930,1,3,85,80,163,0,220,71,57229,59247,55521,57726,34359,265,0,1,535,896,0.97,0.93,0.05,0.52,29918,30722,10,195,340,134,164,0.4,0.26,0.14,469,63,0.59,0.56,0.01,0.05,0.82,0,0.09,0.21,bad_unknown,27
62,icmp,systat,S2,713,2964,0,14,122,57,71,1,135,5,23733,95557,74086,13176,45479,307,1,1,706,769,0.95,0.97,0.81,0.39,20588,2240,45,406,129,92,54,0.42,0.87,0.17,528,662,0.04,0.79,0.69,0.82,0.91,0.76,0.57,0.22,suspicious_filename_detect,91
200,tcp,http_2784,S2,821,1447,0,224,18,35,238,0,207,108,52513,94803,22079,22318,97441,271,1,1,141,276,0.68,0.91,0.82,0.06,37847,10700,91,82,203,358,323,0.72,0.85,1,745,950,0.38,0.17,0.42,0.63,0.09,0.12,0.08,0.59,successful_recon_limited,69
221,icmp,csnet_ns,OTH,1438,3067,1,167,160,32,5,1,24,95,41929,35837,54030,24448,13549,506,1,0,33,831,0.02,0.74,0.08,0.02,33345,56987,58,458,233,342,337,0.4,0.9,0.17,141,89,0.48,0.75,0.69,0.86,0.12,0.38,0.87,0.87,normal,49
204,icmp,klogin,SH,2865,2745,1,176,149,53,147,1,120,50,98786,81402,74722,50589,73808,364,0,1,295,418,0.42,0.24,0.94,0.92,44917,5846,72,475,215,208,482,0.05,0.28,0.36,521,291,0.44,0.41,0.36,0.04,0.51,0.81,0.74,0.17,network_scan,53
126,icmp,imap4,RSTO,2551,841,0,153,186,218,72,0,66,125,9693,73835,78363,46930,14236,649,1,0,525,258,0.22,0.17,0.34,0.64,14590,60411,25,63,378,214,23,0.97,0.43,0.05,504,511,1,0.96,0.58,0.36,0.93,0.54,0.24,0.46,malware,32
228,udp,ctf,SH,2413,950,1,108,39,128,167,1,54,80,17175,8042,53028,62627,50465,184,1,0,505,169,0.03,0.78,0.3,0.65,51709,34547,27,149,196,183,213,0.88,0.02,0.96,947,303,0.68,0.49,0,0.86,0.73,0.38,0.54,0.5,policy_violation,55
16,icmp,name,SF,1041,1857,1,164,195,66,142,1,166,7,42674,55163,82195,23136,33547,424,1,0,152,90,0.04,0.32,0.15,0.93,44567,8236,36,153,372,376,491,0.01,0.77,0.41,871,648,0.46,0.17,0.41,0.59,0.73,0.86,0.74,0.98,normal,100
174,udp,efs,S3,1194,701,0,187,219,67,132,0,191,104,71084,57581,12943,12567,47191,56,1,1,316,840,0.25,0.8,0.06,0.28,63675,19168,44,109,33,318,248,0.14,0.64,0.17,133,370,0.25,0.41,0.26,0.08,0.03,0.63,0.82,0.97,shellcode_detect,99
84,tcp,courier,SH,182,1195,0,202,131,9,55,1,111,153,59913,56211,87654,75731,79236,470,1,0,793,281,0.38,0.87,0.07,0.88,27176,52977,63,302,206,128,341,0.63,0.17,0.52,634,943,0.19,0.01,0.08,1,0.05,0.44,0.33,0.8,network_scan,67
60,icmp,pm_dump,S2,3062,2325,1,188,65,130,117,1,41,144,48678,46473,34065,32551,93346,501,0,1,505,238,0.74,0.58,0.14,0.31,25706,23308,46,2,342,79,423,0.26,0.2,0.44,119,802,0.49,0.03,0.69,0.08,0.73,0.11,1,0.62,system_call_detect,21
107,tcp,name,S3,463,2933,1,117,83,246,239,0,32,106,9090,68249,72139,71551,12301,68,0,0,221,354,0.62,0.23,0.49,0.92,3752,62353,100,39,179,81,393,0.67,0.07,0.35,637,241,0.01,0.4,0.15,0.55,0.84,0.69,0.92,0.65,successful_dos,49
67,tcp,finger,S3,1402,2579,1,81,165,249,249,1,238,125,64014,61240,10017,31715,53664,57,1,1,406,318,0.25,0.49,0.04,0.96,54815,53465,16,123,88,124,183,0.66,0.63,0.07,572,336,0.44,0.85,0.34,0.68,0.78,0.9,0.41,0.32,misc_attack,55
20,icmp,rje,OTH,1506,132,0,89,119,136,224,0,132,63,62470,67125,69361,75243,84349,221,1,1,119,992,0,0.21,0.84,0.71,61447,602,27,153,202,80,56,0.26,0.95,0.56,128,561,0.11,0.67,0.61,0.82,0.13,0.66,0.15,0.6,protocol_command_decode,68
171,tcp,discard,S0,3223,2544,0,57,242,0,45,0,114,27,89680,36640,33054,93349,37358,369,0,0,271,733,0.11,0.17,0.37,0.17,30896,16994,2,158,77,105,339,0.9,0.37,0.49,154,671,0.45,0.95,0.89,0.44,0.28,0.83,0.65,0.4,successful_recon_limited,25
21,tcp,uucp,RSTO,1659,899,0,202,93,206,82,1,198,3,5040,25023,47294,82719,62245,202,1,1,258,119,0.58,0.88,0.02,0.8,26708,37041,27,273,64,266,393,1,0.68,1,515,447,0.03,0.05,0.45,0.99,0.21,0.45,0.41,0.79,misc_attack,49
35,tcp,whois,S0,2541,1615,1,169,239,130,26,0,84,153,47969,40466,48363,85146,90910,518,0,0,63,64,0.66,0.94,0.91,0.11,63131,2260,48,38,130,172,13,0.61,0.98,0.47,957,788,0.32,0.32,0.97,0.24,0.88,0.87,0.72,0.75,suspicious_login,46
160,udp,login,OTH,3085,2126,1,93,188,174,241,1,254,144,63633,65838,49932,54912,32629,575,1,1,512,483,0.48,0.09,0.92,0.46,19062,39827,17,230,205,204,451,0.53,0.95,0.28,571,980,0.83,0.99,0.1,0.32,0.37,0.38,0.57,0.78,normal,23
219,icmp,echo,RSTOS0,2853,471,0,202,247,110,112,1,32,126,54258,2520,83946,24145,8917,61,0,0,605,20,0.75,0.72,0.73,0.36,40045,31010,32,69,43,358,16,0.88,0.81,0.37,897,387,0.08,0.88,0.15,0.89,0.84,0.45,0.99,0.55,protocol_command_decode,11
54,icmp,X11,REJ,2507,3003,1,133,242,108,82,0,45,114,16272,22903,47690,31566,72884,92,0,0,858,281,0.23,0.45,0.88,0.95,23998,46237,4,479,368,388,208,0.57,0.31,1,257,934,0.71,0.81,0.27,0.01,0.48,0.09,0.63,0.18,icmp_event,48
28,tcp,X11,RSTOS0,1319,1745,0,206,214,197,130,0,133,123,58780,57205,29382,8427,47766,478,0,1,467,377,0.07,0.82,0.18,0.59,42923,38745,81,203,174,265,61,0.58,0.37,0.95,499,168,0.33,0.31,0.52,0.27,0.95,0.51,0.4,0.41,network_scan,63
214,udp,ldap,RSTOS0,1505,2220,0,27,134,192,231,1,4,86,21685,89508,82674,55269,94451,148,0,0,17,858,0.78,0.73,0.26,0.55,18978,56733,44,74,82,214,193,0.8,0.71,0.92,809,142,0.04,0.25,0.59,0.06,0.46,0.53,0.01,0.61,normal,57
215,udp,domain_u,OTH,1888,1964,1,235,239,190,254,0,206,138,68685,38703,70839,65999,1747,643,0,0,527,937,0.44,0.82,0.24,0.21,27198,19552,9,111,118,76,53,0.22,0.74,0.65,955,276,0.98,0.35,0.01,0.57,0.83,0.05,0.69,0.25,malware,42
245,tcp,Z39_50,SH,224,2592,1,95,68,42,6,0,107,11,8196,34235,54324,82480,22906,6,0,0,898,8,0.66,0.9,0.63,0.53,56535,23180,5,498,360,375,115,0.7,0.03,0.99,249,590,0.23,0.58,0.49,0.11,0.87,0.97,0.51,0.25,shellcode_detect,71
216,udp,shell,SH,2541,2561,1,10,94,16,43,0,172,19,97293,92237,60764,23266,7048,562,0,1,584,305,0.5,0.79,0.03,0.37,27224,42575,63,437,155,87,397,0.81,0.21,0.14,870,676,0.25,0.33,0.85,0.01,0.9,0.01,0.13,0.66,shellcode_detect,97
27,icmp,telnet,S0,1883,2831,1,125,199,237,42,1,31,40,69388,61261,29467,8733,32490,674,1,0,488,915,0.4,0.83,0.84,0.52,3452,16932,14,314,141,140,79,0.87,0.24,0.44,978,260,0.27,0.41,0.67,0.91,0.79,0.96,0.65,0.42,protocol_command_decode,60
198,udp,nntp,S0,1112,964,1,101,46,225,60,1,8,116,29812,47139,21512,41381,37019,585,1,0,952,752,0.34,0.26,1,0.06,9942,11038,32,378,298,187,14,0.25,0.09,0.87,618,734,0.11,0.77,0.96,0.87,0.56,0.17,0.72,0.02,tcp_connection,47
145,udp,netbios_dgm,S2,1713,192,0,34,234,96,33,0,99,1,95312,92773,25244,84110,6945,647,1,0,368,248,0.24,0.42,0.67,0.3,43983,5342,90,456,80,283,217,0.89,1,0.58,597,280,0.48,0.3,0.56,0.18,1,0.37,0.67,0.4,attempted_user,1
156,icmp,nnsp,S1,651,2581,1,237,89,110,123,1,5,132,41366,11435,61376,36882,64472,508,1,1,417,932,0.42,0.06,0.61,0.68,43057,50697,86,483,40,86,48,0.89,0.4,0.28,682,803,0.6,0.79,0.78,0.87,0.89,0.92,0.15,0.22,successful_recon_limited,96
10,tcp,auth,S0,737,22,1,26,253,228,60,0,25,60,94091,57350,49690,59471,28779,698,1,0,483,471,0.45,0.55,0.07,0.63,7614,8832,36,131,6,119,315,0.17,0.19,0.93,639,381,0.17,0.16,0.25,0.87,0.85,0.42,0.6,0.68,default_login_attempt,26
185,udp,nnsp,S1,194,1685,1,170,178,233,207,1,206,80,69170,32205,16275,24560,38109,515,0,1,493,773,0.07,0.43,1,0.65,34275,22336,15,299,33,114,430,0.6,0.44,0.86,915,74,0.39,0.07,0.51,0.09,0.27,0.71,0.49,0.17,denial_of_service,77
165,tcp,IRC,RSTR,1744,561,1,146,50,82,58,0,54,147,28246,45943,43250,19507,76228,221,1,1,337,859,0.26,0.63,0.79,0.04,5668,1566,11,133,242,214,258,0.92,0.18,0.97,328,220,0.91,0.34,0.25,0.21,0.77,0.83,0.78,0.07,normal,82
52,udp,red_i,OTH,758,1292,1,247,103,153,114,0,109,4,66544,90374,73399,95269,60734,638,0,1,358,281,0.16,0.61,0.44,0.68,34893,28224,30,277,383,197,281,0.11,0.31,0.23,106,492,0.19,0.38,0.83,0.3,0.45,0.85,0.03,0.96,malware,26
64,icmp,pm_dump,S3,1817,1124,1,241,26,16,16,0,250,105,25020,40766,9702,52013,35238,222,0,0,281,297,0.76,0.88,0.44,0.16,44009,170,33,49,335,33,375,0.67,0.3,0.41,57,579,0.94,0.73,0.41,0.7,0.7,0.08,0.35,0.87,network_scan,17
165,tcp,kshell,SH,2630,519,0,202,57,201,84,0,58,18,36910,60764,10038,81429,15548,6,0,1,385,566,0.15,0.26,0.11,0.1,36643,13972,93,57,7,23,351,0.93,0.96,0.69,782,3,0.12,0.98,0.55,0.73,0.26,0.56,0.14,0.9,inappropriate_content,78
123,tcp,daytime,S2,626,2028,0,232,167,182,48,1,203,9,82819,63908,79015,22040,91610,353,0,1,21,356,0.64,0.35,0.77,0.65,47521,31224,39,162,166,79,12,0.49,0.37,0.1,726,984,0.51,0.53,0.61,0.62,0.49,0.89,0.99,0.34,bad_unknown,23
245,tcp,iso_tsap,SH,997,3237,1,224,32,134,246,0,29,128,86572,12816,90568,5149,20816,262,0,0,684,859,0.19,0.94,1,0.87,58445,7962,32,30,132,16,431,0.5,0.92,0.34,611,925,0.74,0.22,1,0.47,0.63,0.93,0.55,0.27,shellcode_detect,53
75,icmp,Z39_50,SF,3045,2053,0,176,150,108,130,0,37,143,33756,53952,95851,74426,29967,184,0,1,30,691,0.23,0.76,0.16,0.22,60867,28744,70,27,192,201,415,0.33,0.82,0.45,589,772,0.83,0.15,0.33,0.91,0.58,0.7,0.32,0.9,bad_unknown,20
119,tcp,iso_tsap,RSTOS0,1564,2533,0,15,117,183,69,0,69,155,89983,85739,63751,71375,65859,400,0,1,536,804,0.36,0.91,0.27,0.7,41815,17360,36,329,375,125,468,0.17,0.58,0.24,370,715,0.8,0.81,0.62,0.36,0.12,0.74,1,0.02,successful_admin,72
149,icmp,discard,OTH,2738,873,0,249,170,222,175,1,127,45,75598,19610,64345,56269,85340,527,1,0,3,299,0.79,0.02,0.16,0.81,29514,7752,88,24,189,11,233,0.59,0.13,0.61,788,131,0.97,0.82,0.9,0.18,0.96,0.61,0.53,0.17,successful_user,32
224,icmp,http_2784,REJ,1339,1338,0,132,86,155,64,0,121,151,375,15684,97314,10574,10132,22,1,1,163,809,0.72,0.58,0.36,0,23892,8734,51,116,90,34,309,0.32,0.91,0.77,823,927,0.62,0.48,0.67,0.48,0.39,0.74,0.64,0.17,normal,25
178,icmp,nnsp,S3,143,2485,1,173,156,2,233,0,148,41,52270,76498,50259,71006,87433,270,0,0,16,660,0.24,0.81,0.04,0.33,39649,40871,94,368,65,311,253,0.33,0.16,0.25,204,161,0.91,0.3,0.35,0.62,0.65,0.36,0.43,0.22,successful_user,37
73,icmp,nntp,REJ,1827,923,1,55,99,45,238,1,173,66,2380,30264,92022,7491,85022,365,1,1,701,736,0.39,0.97,0.62,0.04,41291,40853,87,334,238,230,296,0.45,0.32,0.4,466,616,0.89,0.09,0.41,0.23,0.19,0.26,0.08,0.33,normal,56
