154,udp,netbios_dgm,RSTOS0,2571,778,0.43,252,68,188,0,136,12,94189,6027,56826,49663,52142,246,0,1,977,532,0.54,1,0.84,0.6,15542,62820,69,127,142,92,320,0.15,0.7,0.27,140,672,0.78,0.69,0,0.58,0.1,0.85,0.13,0.66,attempted_dos,11
100,tcp,echo,RSTOS0,216,512,1.40,238,96,194,1,87,101,72064,72225,98732,38267,81078,672,1,0,665,981,0.3,0.48,0.96,0.55,10252,20996,55,483,30,217,451,0.12,0.42,0.18,626,512,0.26,0.07,0.57,0.93,0.86,0.48,0.43,0.88,network_scan,59
171,tcp,nnsp,RSTO,1472,2117,1.221,65,122,227,0,116,50,29910,76011,3865,54864,20262,60,1,0,898,605,0.82,0.81,0.37,0.13,19537,27987,57,177,114,204,130,0.9,0.41,0.89,322,462,0.32,0.65,0.93,0.42,0.59,0.69,0.51,0.22,inappropriate_content,26
109,udp,ecr_i,REJ,1227,625,1.84,192,77,215,1,124,135,70399,71379,69024,86495,19781,394,1,1,822,35,0.21,0.96,0.93,0.02,2977,42535,33,328,154,95,168,0.66,0.81,0.36,968,869,0.81,0.86,0.17,0.94,0.92,0.02,0.72,0.88,web_application_activity,93
109,icmp,mtp,REJ,629,324,0.193,202,137,135,1,172,85,43962,15458,58513,13672,21236,628,0,1,513,246,0.95,0.66,0.85,0.3,5778,55557,93,295,290,287,382,0.56,0.14,0.29,35,466,0.79,0.23,0.58,0.35,0.42,0.08,0.51,0.39,denial_of_service,72
4,icmp,klogin,RSTR,1654,1480,0.184,78,224,59,1,28,74,42948,47555,59795,16105,10841,505,1,1,825,172,0.77,0.17,0.8,0,53655,18191,40,433,353,24,383,0.66,0.3,0.37,853,175,0.11,0.1,0.63,0.4,0.74,0.4,0.89,0.18,attempted_admin,100
170,udp,pop_2,RSTOS0,1465,3161,1.138,84,7,250,1,7,113,59529,4058,16645,59726,47564,91,0,1,340,931,0.91,0.09,0.09,0.94,51012,29283,83,424,162,11,342,0.06,0.45,0.55,661,283,0.62,0.12,0.09,0.89,0.05,0.59,0.88,0.59,normal,46
132,udp,http_2784,REJ,503,15,0.76,212,234,9,0,180,155,5388,48869,5627,94251,52330,38,0,1,223,721,0.51,0.56,0.43,0.88,58556,6001,13,417,94,356,416,0.43,0.55,0.3,10,945,0.11,0.22,0.81,0.66,0.84,0.68,0.33,0.94,non_standard_protocol,48
5,tcp,pop_2,S0,2965,2056,0.90,165,186,95,0,236,55,6365,79596,5428,28035,31854,587,0,0,668,355,0.5,0.53,0.53,0.27,28658,38671,41,15,123,137,63,0.63,0.69,0.34,749,315,0.2,0.42,0.84,0.32,0.32,0.79,0.89,0.66,unsuccessful_user,1
92,tcp,shell,OTH,251,1934,0.214,5,117,229,1,34,27,63022,60701,54073,30347,78401,502,1,1,653,256,0.98,0.94,0.69,0.22,3718,37375,18,190,51,57,267,0.98,0.31,0.6,727,573,0.36,0.45,0.14,0.03,0.34,0.76,0.4,0.28,attempted_dos,0
3,udp,systat,RSTO,362,2166,0.214,220,54,177,0,147,11,86912,95128,9494,77383,37546,524,1,0,283,211,0.86,0.19,0.84,0.25,9995,18532,66,221,343,226,427,0.51,0.31,0.55,63,27,0.66,0.25,0.88,0.58,0.08,0.06,0.42,0.65,string_detect,95
54,udp,supdup,RSTO,1380,847,1.195,30,85,30,1,208,47,71104,17927,67398,59242,50831,157,0,1,172,675,0.47,0.54,0.37,0.98,48361,32503,72,196,110,245,155,0.46,0.57,0.76,640,746,0.39,0.28,0.24,0.05,0.82,0.79,0.49,0.77,unsuccessful_user,89
34,udp,exec,OTH,223,1580,0.40,104,43,189,1,160,89,47925,21528,39338,19649,25016,85,0,1,38,342,0.08,0.22,0.69,0.86,42605,28374,72,315,0,297,254,0.13,0.75,0.86,970,321,0.39,0.96,0.05,0.97,0.29,0.35,0.97,0.53,misc_attack,47
126,udp,domain,S0,28,1030,0.73,54,117,59,1,27,79,79246,77456,74006,46808,1045,696,1,0,373,48,0.86,0.11,0.12,0.79,59171,48498,63,348,334,113,355,0.52,0.83,0.19,209,99,0.8,0.28,0.19,0.3,0.01,0.14,0.76,0.17,rpc_portmap_decode,85
247,tcp,discard,SH,2586,2219,0.18,122,131,239,0,27,138,50992,56915,52065,16905,57301,626,0,1,564,674,0.83,0.51,0.31,0.13,65069,25727,97,496,128,305,480,0,0.5,0.16,655,480,0.97,0.38,0.57,0.14,0.23,1,0.55,0.31,misc_attack,48
156,icmp,pm_dump,SH,2360,1697,1.232,152,171,254,1,223,41,5068,16836,97190,22937,91712,410,0,1,49,199,0.27,0.63,0.14,0.2,21218,37862,98,342,89,337,365,0.71,0.08,0.08,396,558,0.32,0.11,0.8,0.53,0.03,0.63,0.65,0.11,unusual_client_port_connection,91
134,tcp,harvest,SF,3082,3054,1.232,150,197,154,1,62,3,16958,50930,8368,2914,51233,201,1,0,52,742,0.29,0.17,0.67,0.47,61611,33876,67,234,186,1,378,0.19,0.03,0.17,763,543,0.77,0.79,0.55,0.73,0.58,0.67,0.44,0.15,successful_user,72
174,tcp,name,SF,2909,3172,0.144,237,196,226,0,186,76,830,69687,17167,96176,51133,248,1,1,974,858,0.96,0.32,0.12,0.94,50998,49947,18,41,252,220,302,0.22,0.54,0.4,572,588,0.8,0.48,0.37,0.89,0.55,0.1,0.53,0.59,non_standard_protocol,80
125,udp,eco_i,S0,1469,1544,1.184,203,80,99,0,45,150,73395,9072,21624,58886,25246,639,1,1,530,519,0.64,0.78,0.89,0.66,14527,33926,63,221,288,56,204,0.62,0.48,0.58,22,746,0.21,0.38,0.51,0.62,0.14,0.52,0.83,0.79,attempted_user,4
250,icmp,supdup,S3,1609,1837,0.161,126,52,185,1,185,40,86875,61486,45535,51190,7928,366,0,0,843,125,0.15,0.84,0.1,0.36,37703,12573,58,5,294,83,92,1,0.82,0.69,816,693,0.28,0.57,0.17,0.14,0.87,0.43,0.41,0.64,successful_recon_largescale,20
227,icmp,iso_tsap,S0,1510,2787,1.36,210,209,103,0,238,107,60308,3450,26716,90087,53750,443,0,0,156,300,0.58,0.48,0.56,0.85,63199,44385,79,223,176,321,234,0.25,0.79,0.18,945,434,0.89,0.39,0.88,0.86,0.96,0.65,0.18,0.77,inappropriate_content,58
85,udp,uucp_path,REJ,2180,3234,1.105,234,127,131,0,155,133,85374,47027,12652,39634,26127,61,0,1,249,297,0.61,0.65,0.29,0.33,32721,40893,26,202,220,219,169,0.79,0.9,0.34,383,950,0.13,0.86,0.01,0.87,0.09,0.93,1,0.09,malware,15
132,icmp,exec,S0,1758,2012,0.100,76,113,223,0,29,75,89798,64097,61502,19685,26419,475,0,0,358,434,0.29,0.42,0.61,0.95,59247,22740,89,198,130,83,449,0.77,0.59,0.44,979,378,0.54,0.23,0.77,0.75,0.25,0.11,0.59,0.94,web_application_activity,97
46,udp,nnsp,S0,3102,560,1.246,2,80,0,0,76,95,33683,54570,35337,62948,8944,406,1,0,750,674,0.7,0.6,0.54,0.14,3173,54780,61,483,13,78,62,0.76,0.53,0.3,72,212,0.92,0.73,0.94,0.38,0.36,0.93,0.59,0,string_detect,92
108,tcp,harvest,RSTR,2739,2945,1.241,234,254,217,0,98,29,91461,21514,3555,8504,12984,459,0,1,912,956,0.5,0.5,0.62,0.69,12587,9089,15,378,254,357,257,0.85,0.8,0.34,724,370,1,0.97,0.52,0.46,0.72,0.26,0.1,0.98,unusual_client_port_connection,2
213,icmp,Z39_50,S1,725,1692,1.75,155,206,182,1,194,154,73978,73083,25375,78803,85716,239,0,0,865,936,0.6,0.3,0.7,0.64,5487,14066,50,194,397,133,267,0.06,0.56,0.08,568,621,0.69,0.78,0.23,0.48,0.7,0.75,0.79,0.73,rpc_portmap_decode,99
242,icmp,ldap,RSTR,988,1354,0.87,197,8,43,1,109,134,72582,40041,27045,60824,45056,333,1,1,973,331,0.41,0.93,0.96,0.59,62810,3985,17,212,336,311,143,0.84,0.91,0.63,945,489,0.81,0.7,0.37,0.65,0.21,0.9,0.29,0.89,suspicious_filename_detect,93
9,icmp,rje,S0,1197,1453,0.13,92,173,88,1,156,27,20405,29420,72599,32326,76683,572,0,1,395,558,0.23,0.78,0.59,0.61,18156,16009,74,471,136,352,120,0.19,0.31,0.68,908,853,0.84,0.2,0.16,0.19,0.2,0.4,0.67,0.87,bad_unknown,13
143,tcp,ldap,SH,1843,9,0.142,213,13,162,0,78,109,74727,53029,54700,47844,55779,145,0,1,74,101,0.58,0.04,0.16,0.48,57676,20908,3,291,83,336,412,0.73,0.18,0.72,994,419,0.46,0.64,0.87,0.89,0.87,0.72,0.57,0.62,suspicious_filename_detect,47
100,udp,urh_i,S3,2737,1743,1.240,170,21,143,0,39,131,43803,26632,69697,84744,80752,594,1,0,888,557,0.92,0.73,0.58,0.33,59873,57782,68,461,270,280,429,0.25,0.67,0.34,832,730,0.71,0.68,0.87,0.3,0.44,0.06,0,0.5,web_application_activity,81
73,icmp,Z39_50,RSTR,2581,1909,1.107,29,173,136,0,187,130,96903,56395,42019,23357,13252,82,1,1,731,923,0.57,0.62,0.94,0.62,1353,11896,95,403,336,204,241,0.95,0.41,0.34,255,773,0.66,0.95,0.56,0,0.96,0.51,0.26,0.84,buffer_overflow,0
235,icmp,ftp,S3,1977,211,1.208,37,162,241,1,205,103,13547,6804,25754,8375,25539,372,0,0,464,311,0.95,0.81,0.42,0.11,11652,21630,32,481,196,146,500,0.59,0.34,0.45,884,28,0.8,0.39,0.68,0.63,0.83,0.15,0.13,0.85,xss_attack,67
156,icmp,aol,S3,1910,605,1.62,121,26,189,1,95,155,71138,78157,34785,24782,46315,472,1,0,856,620,0.46,0.43,0.25,0.55,12970,26955,94,405,103,234,44,0.41,0.54,0.63,345,707,0.16,0.93,0.79,1,0.76,0.63,0.17,0.08,attempted_dos,46
34,icmp,private,RSTO,2253,465,0.17,135,19,231,0,208,154,60928,7520,42956,79628,50862,388,1,1,2,26,0.37,0.7,0.89,0.42,55650,55181,62,278,18,20,173,0.7,0.18,0.26,785,354,0.38,1,0.22,0.78,0.83,0.67,0.73,0.15,unusual_client_port_connection,85
101,icmp,gopher,REJ,464,414,1.156,125,58,107,0,84,62,49727,34587,74283,41144,97035,690,1,1,82,915,0,0.56,0.98,0.66,15370,50616,81,74,8,201,400,1,0.78,0.11,904,274,0.55,0.91,0.3,0.13,0.34,0.25,0.6,0.21,shellcode_detect,27
101,icmp,smtp,RSTR,641,1594,0.42,66,73,101,0,134,38,33437,4382,8277,63501,63021,252,1,0,745,290,0.32,0.34,0.05,0.81,34908,24413,87,369,75,116,109,0.47,1,0.35,697,418,0.85,0.68,0.93,0.07,0.37,0.09,0.39,0.21,unusual_client_port_connection,2
141,icmp,ftp_data,SH,2316,2778,1.251,164,249,76,0,224,79,25707,9507,81623,26514,75463,123,0,1,44,265,0.27,0.42,0.83,0.91,36829,7834,14,364,95,44,263,0.4,0.05,0.49,287,308,0.19,0.39,0.78,0.55,0.56,0.98,0.02,0.69,successful_recon_limited,20
210,tcp,login,S1,3197,1591,1.172,151,1,200,0,126,127,56852,79559,79391,41063,30078,77,0,0,658,352,0.49,0.9,0.04,0.23,50046,38922,93,83,157,384,361,0.37,0.31,0.28,204,399,0.47,0.46,0.58,0.94,0.05,0.97,0.39,0.75,system_call_detect,85
116,udp,pm_dump,S0,3222,956,1.162,141,58,230,0,76,19,10146,5218,67971,55274,69506,311,0,0,447,250,0.78,0.99,0.84,0.02,2338,49988,80,354,282,202,146,0.79,0.7,0.57,228,587,0.78,0.81,0.91,0.97,0.91,0.05,0.64,0.4,successful_dos,56
198,icmp,uucp,S2,1217,2086,1.188,211,97,79,1,9,95,77517,98962,29349,68154,53418,298,1,0,429,684,0.08,0.38,0.48,0.51,19370,51013,73,112,326,307,181,0.17,0.93,0.98,786,265,0.15,0.14,0.29,0.1,0.25,0.78,0.37,0,system_call_detect,32
125,icmp,gopher,OTH,1504,126,0.252,174,193,171,1,152,131,54035,83505,93753,31907,81187,330,0,0,943,336,0.18,0.4,0.48,0.15,15913,2079,30,417,389,218,412,0.7,0.83,0.47,567,826,0.46,0.69,0.05,0.78,0.59,0.66,0.14,0.92,xss_attack,18
66,tcp,printer,S1,3073,538,0.186,85,217,88,0,182,67,12903,88339,53554,34391,55162,481,0,1,924,672,0.8,0.07,0.32,0.41,12687,53514,0,496,46,119,453,0.5,0.56,0.45,904,443,0.99,0.07,0.61,0.99,0.33,0.46,0.4,0.49,normal,53
69,tcp,eco_i,OTH,3191,3231,1.14,71,166,70,0,19,149,20216,18314,18685,96845,84625,418,1,1,665,592,0.77,0.18,0.48,0.22,38915,8136,72,257,155,358,0,0.38,0.78,0.13,614,947,0.03,0.77,0.81,0.02,0.55,0.44,0.14,0.26,denial_of_service,43
14,icmp,login,SF,382,220,1.120,55,148,178,1,87,53,17057,33136,95830,93818,34715,242,0,0,220,711,0.85,0.02,0.56,0.94,39271,15795,92,278,277,42,282,0.49,0.35,0.56,304,732,0.59,0.13,0.38,0.94,0.35,0.88,0.67,0.84,suspicious_login,21
211,udp,urh_i,OTH,919,285,1.9,41,152,18,0,5,131,54453,63426,95125,57517,46441,659,0,0,77,550,0.04,0.22,0.4,0.73,11766,32442,14,353,49,217,423,0.44,0.06,0.86,830,287,0.95,0.42,0.72,0.51,0.66,0.68,0.44,0.03,attempted_recon,40
127,udp,mtp,RSTR,2377,1743,0.173,160,127,65,1,250,95,21524,67091,53517,4858,74815,403,0,1,882,892,0.55,0.47,0.14,0.79,11396,48107,31,357,59,99,253,0.41,0.49,0.44,433,264,0.75,0.97,0.69,0.8,0.87,0.67,0.48,0.46,attempted_dos,54
158,udp,exec,SH,3216,2679,0.125,80,230,58,0,222,103,41659,19929,69063,58286,63897,514,1,1,480,974,0.35,0.52,0.97,0.78,46851,11899,63,15,237,341,70,0.24,0.06,0.66,946,136,0.44,0.82,0.22,0.92,0.12,0.66,0.67,0.27,bad_unknown,30
173,icmp,vmnet,S2,895,941,0.148,53,180,107,0,91,104,73969,30324,77449,53613,36106,631,0,1,175,326,0.91,0.22,0.03,0.21,44539,30503,77,100,250,20,285,0.11,0.14,0.55,28,82,0.62,0.94,0.07,0.3,0.44,0.72,0.26,0.59,non_standard_protocol,62
211,icmp,X11,SH,2664,850,0.3,195,181,225,1,10,89,86442,35843,30438,16515,53123,259,0,1,246,725,0.16,0.05,0.09,0.12,65154,8072,34,208,93,165,314,0.57,0.81,0.09,668,130,0.75,0.62,0.11,0.13,0.97,1,0.24,0.99,denial_of_service,91
43,icmp,http_8001,S1,1213,733,0.37,176,121,176,1,81,20,58834,45479,1386,72888,25648,26,1,1,574,507,0.09,0.64,0.22,0.7,28322,35818,74,281,213,12,395,0.53,0.65,0.29,642,383,0.03,0.7,0.14,0.16,0.26,0.54,0.6,0.91,rpc_portmap_decode,78
99,udp,shell,S2,375,1716,0.7,15,46,185,0,169,70,49627,39810,5922,77631,34770,435,1,0,168,212,0.38,0.11,0.86,0.85,3957,54075,89,89,82,80,107,0.1,0.73,0.72,178,720,0.91,0.2,0.44,0.39,0.5,0.41,0.96,0.99,malware,62
28,icmp,other,RSTOS0,544,973,0.40,182,72,220,0,33,55,90764,15459,68197,88121,58550,301,1,0,971,974,0.05,0.54,0.59,0.34,59124,53979,37,417,109,273,211,0.82,0.52,0.6,218,287,0.1,0.93,0.01,0.1,0.27,0.13,0.57,0.96,inappropriate_content,46
3,icmp,time,SF,2539,2495,0.49,253,54,15,1,17,36,3488,77787,72093,56222,20378,497,0,0,750,356,0.96,0.17,0.2,0.39,59922,22428,89,389,256,55,298,0.01,0.11,0.09,955,824,0.95,0.89,0.89,0.75,0.78,0.77,0.46,1,attempted_recon,81
59,udp,klogin,RSTOS0,2253,2970,1.37,22,127,205,1,7,0,90210,34755,19758,65474,86217,114,0,0,129,979,0.36,0.15,0.62,0.15,14460,24921,20,356,26,75,129,0.98,0.74,0.56,53,863,0.66,0.74,0.92,0.62,0.09,0.03,0.1,0.15,suspicious_filename_detect,53
21,icmp,daytime,RSTOS0,74,3096,0.108,191,197,234,0,161,3,6161,31238,65634,95444,62258,160,1,0,818,250,0.8,0.67,0.02,0.07,5501,53100,86,48,381,129,100,0.39,0.95,0.8,47,912,1,0.54,0.42,0.93,0.62,0.54,0.5,0.31,icmp_event,79
113,udp,ldap,REJ,3179,358,0.153,39,115,183,1,171,11,75028,47598,88413,98317,7615,402,0,1,217,298,0.91,0.81,0.88,0.55,62863,40937,66,114,35,5,179,0.63,0.96,0.84,530,22,0.73,0.58,0.12,0.74,0.98,0.54,0.98,0.64,non_standard_protocol,88
100,udp,nnsp,REJ,3247,1103,0.117,70,40,244,0,31,1,29947,3495,95542,26140,39317,472,0,1,626,142,0.78,0.75,0.09,0.9,46014,33511,27,311,3,87,18,0.04,0.94,0.69,641,604,0.95,0.22,0.56,0.7,0.73,0.11,0.39,0.35,attempted_recon,28
101,tcp,tim_i,S0,987,2135,0.29,123,19,189,0,191,72,30045,55474,45514,92787,61797,60,0,0,161,96,1,0.16,0.04,0.9,13851,9998,28,454,23,65,459,0.08,0.48,0.06,395,375,0.72,0.13,0.55,0.07,0.51,0,0.16,0.89,rpc_portmap_decode,30
188,tcp,login,SF,2044,2134,0.187,217,42,53,0,222,59,28234,94592,40949,5408,75545,90,0,0,620,705,0.43,0.86,0.66,0.34,2389,57066,86,140,352,285,43,0.46,0.27,0.16,626,41,0.29,0.11,0,0.18,0.28,0.6,0.95,0.09,unknown,28
13,udp,name,RSTOS0,120,123,0.66,228,57,178,0,249,55,86811,69724,39512,64696,1077,353,0,1,449,569,0.03,0.8,0.21,0.8,61494,36512,78,368,214,287,474,0.81,0.56,0.16,950,497,0.33,0.74,0.61,0.65,0.1,0.91,0.36,0.96,tcp_connection,96
247,tcp,klogin,S0,1797,1024,1.37,196,143,222,1,245,86,33534,46561,22845,34748,98263,639,0,0,402,920,0.39,0.89,0.58,0.18,59946,39007,71,237,50,179,442,0.93,0.91,0.79,995,795,0.41,0.45,0.73,0.62,0.63,0.29,0.02,0.91,successful_admin,28
56,tcp,shell,RSTR,940,1489,1.61,109,41,213,1,107,29,90410,15710,18873,85590,94195,64,1,1,568,213,0.69,0.93,0.88,0.32,51546,22772,20,344,184,246,175,0.36,0.9,0.19,711,211,0.79,0.91,0.44,0.16,0.19,0.65,0.33,0.72,attempted_user,31
114,tcp,kshell,SF,171,383,1.36,175,42,54,1,241,55,95272,45792,772,82082,94173,215,1,0,514,131,0.77,0.96,0.89,0.61,798,52853,52,77,75,359,121,0.89,0.68,0.44,218,811,0.13,0.51,0.71,0.39,0.11,0.88,0.08,0.13,suspicious_login,34
54,tcp,kshell,RSTOS0,1848,1140,1.188,126,43,123,1,21,116,94732,7354,29943,37375,73681,364,0,1,834,688,0.37,0.56,0.01,0.21,596,55569,11,90,280,276,65,0.96,0.6,0.42,139,417,0.1,0.2,0.62,0.46,0.74,0.19,0.53,0.51,unsuccessful_user,81
171,icmp,exec,RSTOS0,1185,2634,0.221,242,4,14,0,127,15,79053,19057,91196,35572,54909,587,0,0,0,158,0.41,0.14,0.9,0.56,26241,50373,40,176,81,74,490,0.32,0.19,0.57,80,861,0.52,0.84,0.96,0.26,0.48,0.03,0.09,0.91,denial_of_service,41
232,icmp,imap4,S1,2593,1709,0.249,12,74,188,0,103,62,33104,63318,66860,44708,48321,183,1,0,600,876,0.82,0.4,0.34,0.7,22840,37322,57,277,322,98,356,0.72,0.33,0.71,932,713,0.71,0.13,0.87,0.68,0.11,0.99,0.15,0.47,protocol_command_decode,69
46,icmp,daytime,RSTOS0,368,2288,0.127,246,0,116,0,228,108,10260,39671,48649,88653,62634,630,0,0,861,817,0.94,0.85,0.41,0.43,46554,7636,39,251,375,286,22,0.23,0,0.99,392,834,0.32,0.79,0.39,0.43,0.81,0.47,0.44,0.96,policy_violation,78
61,udp,printer,S3,1780,2912,1.224,86,2,202,1,84,129,66364,51041,79979,82924,51474,129,0,0,573,388,0.58,0.92,0.76,0.41,52853,34841,35,179,99,341,50,0.64,0.06,0.55,969,543,0.28,0.17,0.96,0.58,0.47,0.08,0.73,0.61,successful_admin,5
161,icmp,mtp,SF,1320,1104,1.18,81,196,197,0,102,28,6480,29615,85768,7891,21192,390,0,0,178,255,0.47,0.37,0.6,0.16,53542,6471,75,350,175,356,181,0.54,0.99,0.6,500,118,0.6,0.27,0.4,0.89,0.34,0.95,0.96,0.35,misc_activity,96
48,udp,hostnames,OTH,2092,2747,1.200,18,93,94,0,105,38,12409,37926,13143,66134,53859,679,0,0,875,470,0.16,0.06,0.27,0,23214,28070,87,41,372,186,276,0.94,0.65,0.44,374,489,0.04,0.25,0.51,0.73,0.61,0.48,0.97,0.68,web_application_activity,85
26,tcp,http_443,S3,2571,2573,0.254,201,218,208,0,21,82,94946,24808,80837,12322,61844,83,0,0,251,503,0.14,0.36,0.88,0.83,51072,47446,91,496,19,1,102,0.63,0.16,0.93,540,173,0.58,0.79,0.19,0.54,0.12,0.9,0.82,0.78,icmp_event,17
184,icmp,printer,RSTR,1294,1274,1.51,226,71,59,0,233,30,54197,30100,88276,83028,26388,301,0,0,347,494,0.08,0.85,0.59,0.45,21066,36892,31,454,54,289,275,0.23,0.6,0.61,183,828,0.85,0.3,0.3,0.93,0.26,0.42,0.85,0.23,icmp_event,41
86,udp,kshell,S2,2622,2966,1.206,159,96,214,0,142,68,11045,41301,52584,5640,16645,401,0,0,67,980,0.97,0.31,0.71,0.28,57726,21195,80,227,308,110,17,0.63,0.95,0.78,926,72,0.94,0.63,0.3,0.38,0.06,0.59,0.98,0.67,attempted_dos,33
43,tcp,http_443,S3,67,1632,0.118,95,25,248,0,194,52,36751,10361,43928,46258,92598,437,0,0,984,639,0.65,0.55,0.56,0.48,22424,52596,51,387,71,280,110,0.37,0.12,0.43,245,163,0,0.6,0.84,0.68,0.03,0.98,0.88,0.95,suspicious_login,15
125,tcp,auth,OTH,1787,552,1.167,59,214,37,0,82,107,86748,5543,69966,43727,38372,369,1,1,474,344,0.68,0.98,0.11,0.43,45785,59964,6,164,116,188,488,0.93,0.93,0.61,803,676,0.71,0.11,0.65,0.08,0.07,0.14,0.74,0.5,non_standard_protocol,51
225,tcp,urh_i,S3,1174,1538,0.160,166,246,123,0,216,0,20780,75933,86171,42053,91313,55,0,0,878,860,0.59,0.24,0.85,0.38,53420,1628,54,130,180,182,90,0.02,0.37,0,610,868,0.6,0.49,0.88,0.16,0.33,0.37,0.99,0.25,misc_attack,74
146,udp,ctf,SF,979,1100,0.242,133,157,32,1,188,140,1468,61589,85566,93134,49659,570,0,1,827,303,0.26,0,0.47,0.07,17844,23875,94,309,205,192,182,0.47,0.36,0.68,41,996,0.28,0.44,0.29,0.04,0.65,0.13,1,0.12,unsuccessful_user,63
130,udp,ntp_u,RSTOS0,1670,2246,0.161,105,28,159,0,229,108,21405,59914,30854,56368,83685,263,0,0,184,41,0.81,0.93,0.94,0.3,844,37469,17,273,238,144,42,0.3,0.14,0.87,94,348,0.45,0.42,0.41,0.41,0.95,0.01,0.65,0.74,suspicious_login,20
164,tcp,rje,RSTR,548,2276,1.234,24,232,153,0,186,135,21322,50718,8203,2146,51675,86,1,1,607,137,0.9,0.93,0.09,0.75,19177,12031,63,341,302,395,371,0.76,0.93,0.41,524,937,0.3,0.65,0.74,0.76,0.99,0.98,0.84,0.35,successful_user,61
106,udp,http_443,OTH,1111,2989,1.17,30,132,209,1,86,18,34132,71937,16821,39360,93781,678,0,1,145,749,0.96,0.57,0.38,0.91,31437,15613,9,57,155,388,255,0.01,0.37,0.47,267,405,0.89,0.86,0.35,0.2,0.15,1,0.04,0.97,web_application_activity,63
224,tcp,sunrpc,RSTO,760,1721,0.230,39,41,32,0,67,73,62454,33370,67192,70081,84020,65,1,1,472,695,0.24,0.8,0.49,0.29,29772,15646,52,324,243,69,483,0.08,0.66,0.19,717,263,0.01,0.9,0.85,0.64,0.46,0.73,0.09,0.18,non_standard_protocol,71
53,icmp,nntp,OTH,1399,2568,0.32,30,14,16,1,28,121,55115,72693,21589,69157,44528,12,1,1,957,305,0.41,0.31,0.37,0.67,6348,6521,41,269,236,314,232,0.75,0.4,0.55,786,731,0.54,0.87,0.41,0.7,0.48,0.53,0.92,0.6,successful_dos,8
104,tcp,nnsp,REJ,3174,489,0.85,103,146,162,1,241,144,48097,29225,68164,31730,84038,156,1,0,487,658,0.65,0,0.92,0.34,29459,3243,74,35,121,165,239,0.3,0,0.45,591,554,0.69,0.88,0.8,0.86,0.74,0.65,0.21,0,successful_recon_largescale,81
245,udp,red_i,RSTR,2383,974,1.39,191,247,69,0,10,4,18477,81733,89735,95114,63674,665,0,1,704,185,0.31,0.89,0.16,0.81,36711,50991,2,184,193,93,431,0.61,0.68,0.52,566,483,0.3,0.33,0.73,0.09,0.07,0.59,0.5,0.93,inappropriate_content,48
